Customer Last Name,Customer First Name,Customer ID,Product Category,Order Date,Quantity Ordered,Order Status,State,Address,City,Postal Code,Sale Price,Phone
Lee,Colin,1665,Personal Care,2022-12-13,3,Delivered,LA,82632 Church Street,Covington,70433,1239,225-397-7460
Sandoval,Kash,1666,Home & Kitchen,2022-12-30,2,Delivered,AL,41503 Colonial Drive,Birmingham,35203,360,938-657-6758
Wolfe,Amari,1667,Home & Kitchen,2022-12-08,15,Delivered,GA,62225 Vineyard Drive,Bainbridge,39828,183,770-167-5174
Molina,Gideon,1668,Electronics,2022-12-30,11,Shipped,SC,39432 Laurel Street,Bluffton,29910,1465,864-762-7726
Walton,Rosie,1669,Electronics,2022-12-09,19,Shipped,GA,18219 Main Avenue,Savannah,31401,666,706-246-5598
Rush,Heidi,1670,Electronics,2022-12-02,15,In Transit,GA,80736 Ridge Road,Bainbridge,39828,1153,762-715-3811
Harrison,Alison,1671,Clothing,2022-12-17,3,Shipped,AL,70473 Pleasant Street,Mobile,36602,486,334-469-6822
Anderson,Santino,1672,Personal Care,2022-12-28,1,Shipped,AL,4652 Pine Street,Montgomery,36104,562,205-459-1238
Henderson,Armani,1673,Pets,2022-12-03,6,Delivered,NC,22552 Chestnut Lane,Asheville,28801,949,336-481-9856
Dawson,Ismael,1674,Clothing,2022-12-08,5,Shipped,FL,84159 Oakwood Avenue,Fleming Island,32003,786,321-319-6551
Porter,Felix,1675,Pets,2022-12-18,3,Delivered,AL,37974 Orchard Avenue,Adamsville,35005,816,334-459-6751
Singleton,Bradley,1676,Home & Kitchen,2022-12-18,15,Shipped,SC,1387 Valley View Drive,Camden,29020,179,803-335-2097
Castro,Gregory,1677,Sports & Outdoors,2022-12-13,6,Shipped,FL,9906 Oak Street,Stuart,34994,577,352-281-5957
Riley,Brooklynn,1678,Clothing,2022-12-28,2,Shipped,NC,40260 Chestnut Avenue,Charlotte,28202,1727,336-577-6408
Kim,Ari,1679,Books,2022-12-08,6,Delivered,AL,28453 Madison Street,Mobile,36602,764,251-287-4852
Guerra,Briella,1680,Clothing,2022-12-17,20,In Transit,AL,17581 Sunset Avenue,Mobile,36602,286,334-882-8091
Fischer,Jeremiah,1681,Personal Care,2022-12-02,13,Cancelled,GA,18594 Vine Street,Bainbridge,39828,1646,770-810-2944
Collins,Alaya,1682,Home & Kitchen,2022-12-20,17,Cancelled,GA,41424 Elmwood Drive,Columbus,31908,1798,404-548-4320
Small,Ada,1683,Electronics,2022-12-31,8,Delivered,NC,88488 Park Place,Chapel Hill,27514,1511,336-253-8171
Perez,Aylin,1684,Clothing,2022-12-21,1,In Transit,GA,21620 Park Street,Columbus,31908,598,706-330-2908
Greene,Chance,1685,Clothing,2022-12-14,12,Delivered,NC,32333 Lake Street,Asheville,28801,1145,336-845-3118
Ballard,Rylie,1686,Pets,2022-12-24,3,Delivered,NC,97469 Colonial Drive,Charlotte,28202,1017,704-898-8882
Nguyen,Kimberly,1687,Electronics,2022-12-19,3,Shipped,LA,60277 Park Street,Baton Rouge,70802,854,337-940-4275
Alfaro,Kobe,1688,Electronics,2022-12-18,1,Delivered,LA,88574 Railroad Avenue,Baton Rouge,70802,764,225-565-2265
Hensley,Sienna,1689,Home & Kitchen,2022-12-09,13,Delivered,GA,48933 Chestnut Street,Savannah,31401,681,706-315-6225
Stevenson,Landon,1690,Personal Care,2022-12-13,7,Delivered,LA,85477 Essex Street,Baton Rouge,70802,501,318-236-2597
Pruitt,Jax,1691,Personal Care,2022-12-04,8,Shipped,AL,12654 Cherry Lane,Mobile,36602,1615,251-287-3822
Best,Aubrey,1692,Books,2022-12-20,18,Shipped,NC,50000 Maple Street,Charlotte,28202,825,704-369-1493
Barrett,Emanuel,1693,Pets,2022-12-28,20,Shipped,SC,75175 Lakeview Drive,Charleston,29401,737,803-987-4384
Sandoval,Santiago,1694,Sports & Outdoors,2022-12-28,20,In Transit,AL,9543 Broadway,Adamsville,35005,1267,251-689-6217
Kaur,Matteo,1695,Personal Care,2022-12-15,20,Delivered,FL,14501 Cedar Street,Birmingham,35203,120,407-106-9412
Barker,Richard,1696,Home & Kitchen,2022-12-02,5,Shipped,FL,12304 State Street,Fleming Island,32003,239,407-750-7414
Porter,Frances,1697,Electronics,2022-12-14,6,Shipped,GA,5296 Main Street,Atlanta,30303,965,478-857-6459
Brown,Isabel,1698,Electronics,2022-12-18,3,Shipped,LA,28446 Orchard Avenue,New Orleans,70112,540,225-379-7518
Strickland,Stephanie,1699,Personal Care,2022-12-24,6,Delivered,FL,72209 Main Street,Birmingham,35203,442,305-314-4156
Nash,Callie,1700,Electronics,2022-12-03,5,Shipped,LA,30550 Elmwood Avenue,Shreveport,71101,717,318-537-6882
Brandt,Legacy,1701,Electronics,2022-12-15,9,In Transit,SC,12587 Sunset Boulevard,Bluffton,29910,1260,864-215-2519
Durham,William,1702,Home & Kitchen,2022-12-15,19,Delivered,GA,90892 Elmwood Avenue,Atlanta,30303,357,762-127-4412
Myers,Morgan,1703,Personal Care,2022-12-17,13,Shipped,GA,72992 North Street,Atlanta,30303,1188,229-964-6482
Brewer,Aubrey,1704,Electronics,2022-12-31,5,Cancelled,AL,73494 West Street,Montgomery,36104,773,251-158-5616
Lucas,Rory,1705,Sports & Outdoors,2022-12-09,12,Shipped,NC,49950 Willow Avenue,Chapel Hill,27514,334,252-685-7265
Mercado,Leonel,1706,Personal Care,2022-12-06,8,Shipped,NC,61297 Lakeview Avenue,Asheville,28801,1676,336-229-5554
Bates,Anya,1707,Clothing,2022-12-19,11,Delivered,GA,30309 Laurel Street,Atlanta,30303,1763,470-184-6202
Livingston,Annie,1708,Personal Care,2022-12-11,5,Delivered,LA,68070 Ridge Road,Covington,70433,675,337-180-2520
Sweeney,Willa,1709,Clothing,2022-12-09,14,Delivered,LA,8885 Center Street,Baton Rouge,70802,1845,337-174-8040
Hail,Jeremiah,1710,Electronics,2022-12-18,4,Delivered,NC,36679 Broadway,Columbia,29201,602,336-603-9508
Case,Valeria,1711,Home & Kitchen,2022-12-25,15,Shipped,LA,7009 Spring Street,Shreveport,71101,154,337-910-1025
Frazier,Genesis,1712,Electronics,2022-12-17,19,Delivered,SC,73829 Spring Street,Charleston,29401,1535,864-253-1598
Enriquez,Asa,1713,Books,2022-12-04,18,Shipped,AL,84343 Grant Street,Montgomery,36104,1311,938-173-9808
Ayers,Amaya,1714,Electronics,2022-12-08,9,Shipped,GA,55812 Division Street,Columbus,31901,1021,770-277-1598
Ramsey,Hank,1715,Personal Care,2022-12-24,6,Shipped,GA,87152 Chestnut Street,Atlanta,30303,1476,478-920-5969
Dixon,Kylo,1716,Personal Care,2022-12-30,20,Shipped,GA,65345 Colonial Drive,Bainbridge,39828,567,678-278-5583
Kent,Kaia,1717,Books,2022-12-26,12,Shipped,AL,76291 Vineyard Drive,Adamsville,35005,1191,205-947-9669
Castro,Nico,1718,Clothing,2022-12-19,11,Shipped,NC,56918 Park Avenue,Asheville,28801,113,252-294-3877
Richardson,Marlee,1719,Clothing,2022-12-30,8,Shipped,GA,20129 Sunset Avenue,Savannah,31401,865,678-528-5931
Escobar,Madelyn,1720,Personal Care,2022-12-02,10,Delivered,FL,22249 Spring Street,Stuart,34994,852,321-981-3983
Carpenter,Bodie,1721,Electronics,2022-12-01,15,Delivered,NC,40932 Jefferson Street,Asheville,28801,1638,336-538-6177
Mclean,Thea,1722,Sports & Outdoors,2022-12-10,7,Shipped,GA,1053 Mulberry Street,Columbus,31901,1466,678-700-8047
Duncan,Maryam,1723,Personal Care,2022-12-08,14,Delivered,SC,31685 North Street,Greenville,29601,1282,854-525-6737
Reed,Haven,1724,Home & Kitchen,2022-12-26,20,Cancelled,FL,30617 Lake Street,St. Petersburg,33701,1708,727-411-2835
Montgomery,Eden,1725,Electronics,2022-12-17,12,Cancelled,AL,82052 Walnut Avenue,Birmingham,35203,1168,938-608-6573
Esquivel,Matias,1726,Home & Kitchen,2022-12-12,13,Cancelled,GA,93640 Jefferson Street,Columbus,31908,398,229-999-9189
Murray,Kyson,1727,Books,2022-12-20,18,Shipped,GA,99660 Division Street,Avondale Estates,30002,1284,470-693-7709
Joseph,Fernanda,1728,Books,2022-12-30,8,Delivered,GA,84671 Lakeview Drive,Savannah,31401,1769,770-681-3044
Rich,Brooklynn,1729,Pets,2022-12-28,13,Shipped,AL,1474 Fifth Street,Montgomery,36104,378,334-351-9093
Weiss,Ivan,1730,Pets,2022-12-12,6,Shipped,SC,28618 Hillcrest Avenue,Charleston,29401,1351,854-890-6472
Burgess,Dominic,1731,Sports & Outdoors,2022-12-23,8,Delivered,SC,83581 Pinecrest Drive,Greenville,29601,1381,864-862-8328
Horn,Renata,1732,Home & Kitchen,2022-12-27,3,Cancelled,NC,1026 Broadway,Chapel Hill,27514,1383,336-224-1198
Yu,Briggs,1733,Books,2022-12-24,13,Delivered,LA,1856 Broad Street,Covington,70433,1719,504-173-4813
Huynh,Sarah,1734,Home & Kitchen,2022-12-31,9,In Transit,AL,86475 Park Avenue,Adamsville,35005,785,205-330-7772
Berger,Jason,1735,Personal Care,2022-12-23,9,Shipped,FL,53613 Magnolia Avenue,Birmingham,35203,1361,727-951-1020
Wong,Sage,1736,Personal Care,2022-12-21,9,Cancelled,FL,89772 Glenwood Avenue,Fleming Island,32003,1328,407-835-8649
Silva,Beau,1737,Personal Care,2022-12-08,1,Delivered,LA,20465 Lakeview Avenue,Shreveport,71101,224,318-111-9435
Lin,Stevie,1738,Clothing,2022-12-23,1,Shipped,SC,67915 Third Street,Charleston,29401,1443,864-897-7675
Beard,Garrett,1739,Clothing,2022-12-11,3,Shipped,FL,40265 Ridge Street,Sunny Isles Beach,33160,1756,321-957-8309
Ramsey,Leland,1740,Personal Care,2022-12-04,20,In Transit,SC,28920 Lake Street,Charleston,29401,515,843-486-9046
Fletcher,Maximus,1741,Electronics,2022-12-31,9,Delivered,NC,32786 Jefferson Street,Chapel Hill,27514,457,252-357-2172
Frank,Camilo,1742,Books,2022-12-30,19,Shipped,GA,5484 Main Avenue,Avondale Estates,30002,127,706-305-1208
Wong,Zyaire,1743,Clothing,2022-12-17,17,Shipped,AL,78672 Chestnut Street,Montgomery,36104,1674,256-830-8805
Shields,Eduardo,1744,Clothing,2022-12-30,14,Delivered,LA,60481 Lake Street,New Orleans,70112,392,225-902-1099
Zuniga,Edwin,1745,Personal Care,2022-12-11,4,Shipped,LA,40652 University Avenue,Baton Rouge,70802,857,318-753-2896
Wong,Julian,1746,Personal Care,2022-12-28,15,Delivered,FL,41238 Main Street,Fleming Island,32003,1844,386-275-9456
Pacheco,Erick,1747,Clothing,2022-12-07,12,Shipped,FL,81198 Central Avenue,Birmingham,35203,1382,305-690-5158
Donovan,Austin,1748,Clothing,2022-12-08,1,In Transit,AL,80052 Fifth Street,Birmingham,35203,176,256-816-7678
Manning,Blake,1749,Books,2022-12-23,8,Shipped,FL,77649 State Street,Birmingham,35203,312,407-284-5073
Ochoa,Connor,1750,Electronics,2022-12-24,8,Delivered,LA,27864 University Avenue,New Orleans,70112,371,337-606-9612
Kramer,Xander,1751,Home & Kitchen,2022-12-19,2,Shipped,LA,55402 Hillcrest Avenue,New Orleans,70112,1334,318-157-3849
Sandoval,Raelynn,1752,Pets,2022-12-09,1,Shipped,SC,70996 Broadway,Bluffton,29910,329,843-252-1719
Hess,Ronin,1753,Sports & Outdoors,2022-12-29,7,Shipped,NC,16456 School Street,Chapel Hill,27514,1053,336-393-5020
Gregory,Kairo,1754,Home & Kitchen,2022-12-21,5,In Transit,SC,37732 Vine Street,Bluffton,29910,194,803-161-3475
Randolph,Pablo,1755,Sports & Outdoors,2022-12-10,16,Shipped,AL,55408 Chestnut Lane,Adamsville,35005,69,205-808-2586
Kaur,Frederick,1756,Home & Kitchen,2022-12-02,17,In Transit,SC,5958 Willow Street,Camden,29020,220,843-452-9153
Skinner,William,1757,Personal Care,2022-12-30,19,Delivered,LA,37035 Elmwood Drive,New Orleans,70112,436,225-702-1136
Bennett,Josue,1758,Home & Kitchen,2022-12-25,11,Shipped,LA,91280 Main Street,Shreveport,71101,169,225-837-2680
Carter,Brian,1759,Electronics,2022-12-06,16,Cancelled,FL,45368 Jackson Street,Sunny Isles Beach,33160,263,754-635-4815
Hamilton,Asher,1760,Electronics,2022-12-18,12,Cancelled,SC,27584 Cedar Street,Bluffton,29910,767,864-604-1783
Velazquez,Dawson,1761,Clothing,2022-12-19,18,Delivered,FL,66465 Lake Street,Fleming Island,32003,1134,561-200-8978
Russell,Elle,1762,Pets,2022-12-13,16,Delivered,FL,53566 Pennsylvania Avenue,Birmingham,35203,334,561-132-2166
Case,Jeremiah,1763,Pets,2022-12-16,4,Shipped,NC,21454 University Avenue,Charlotte,28202,439,336-725-1406
Combs,Alison,1764,Personal Care,2022-12-18,3,Shipped,NC,69622 Division Street,Charlotte,28202,1278,704-144-1654
Medina,Cooper,1765,Personal Care,2022-12-10,7,Shipped,LA,66933 Washington Street,Shreveport,71101,407,225-429-5431
Jimenez,Kamila,1766,Clothing,2022-12-21,1,Shipped,AL,4177 Elm Avenue,Mobile,36602,683,205-977-1890
Sexton,Penelope,1767,Pets,2022-12-30,2,Shipped,FL,28860 Jackson Street,Sunny Isles Beach,33160,411,386-708-8152
Singh,Asa,1768,Sports & Outdoors,2022-12-09,18,Delivered,FL,72138 State Street,Fleming Island,32003,958,561-196-6272
Valentine,Koda,1769,Books,2022-12-04,15,Delivered,LA,1287 Rose Street,New Orleans,70112,543,337-269-5898
Chang,Esmeralda,1770,Books,2022-12-17,14,Shipped,AL,36273 Sunset Drive,Birmingham,35203,573,205-920-6180
Crosby,Alayna,1771,Home & Kitchen,2022-12-04,13,Shipped,SC,72774 Laurel Street,Camden,29020,1151,843-126-4685
Herrera,Collins,1772,Clothing,2022-12-02,8,Shipped,SC,21231 Valley Road,Bluffton,29910,199,864-333-3005
Orozco,Judah,1773,Personal Care,2022-12-07,12,Cancelled,GA,49550 University Avenue,Avondale Estates,30002,1495,470-310-7745
Hahn,Koda,1774,Electronics,2022-12-30,10,Shipped,AL,76689 Cherry Street,Birmingham,35203,589,205-173-6160
Haley,Haisley,1775,Pets,2022-12-30,18,Delivered,SC,55234 Highland Drive,Greenville,29601,137,803-384-5193
Stephens,Taylor,1776,Home & Kitchen,2022-12-10,2,In Transit,GA,1915 Elmwood Avenue,Avondale Estates,30002,1151,470-630-7541
Odom,Addison,1777,Books,2022-12-11,6,In Transit,LA,64525 Sunset Boulevard,Shreveport,71101,1106,504-268-3804
Delacruz,Zayne,1778,Home & Kitchen,2022-12-26,16,Delivered,SC,5792 Willow Street,Camden,29020,1599,843-104-5802
Alvarez,Seth,1779,Pets,2022-12-14,1,Delivered,GA,32195 North Street,Columbus,31901,1391,770-339-9653
Gross,Gianna,1780,Clothing,2022-12-25,19,Shipped,NC,61370 Broadway,Columbia,29201,945,252-418-2870
Pitts,Isaiah,1781,Personal Care,2022-12-12,9,Cancelled,FL,27319 Terrace Avenue,St. Petersburg,33701,1758,321-369-8723
Pearson,Isabella,1782,Electronics,2022-12-05,15,Shipped,AL,72946 Sunset Boulevard,Mobile,36602,575,205-404-3654
Ellis,Bo,1783,Personal Care,2022-12-03,12,Shipped,AL,4553 High Street,Montgomery,36104,1226,256-793-2797
Little,Adan,1784,Electronics,2022-12-29,15,Shipped,AL,20015 Madison Street,Mobile,36602,433,938-842-7713
Townsend,Baker,1785,Books,2022-12-18,16,Cancelled,FL,16919 Grove Street,St. Petersburg,33701,997,727-666-4627
Travis,Micah,1786,Home & Kitchen,2022-12-29,13,Shipped,AL,4316 Cherry Lane,Mobile,36602,1469,256-422-6102
Frazier,Atticus,1787,Personal Care,2022-12-01,16,Delivered,FL,92327 Pennsylvania Avenue,Palmetto,34221,1644,561-284-6616
Rowland,Gavin,1788,Sports & Outdoors,2022-12-28,14,Delivered,SC,69838 Spring Street,Bluffton,29910,340,864-551-4704
Wheeler,Sullivan,1789,Electronics,2022-12-21,20,Delivered,NC,34908 Railroad Avenue,Chapel Hill,27514,1595,704-957-3923
Kline,Emmett,1790,Personal Care,2022-12-05,2,Shipped,AL,50686 Chestnut Street,Montgomery,36104,920,205-618-4293
Padilla,Raymond,1791,Electronics,2022-12-30,4,Shipped,SC,15784 Cherry Lane,Charleston,29401,685,843-987-1399
Sims,Selena,1792,Personal Care,2022-12-25,2,Delivered,GA,69458 High Street,Columbus,31901,680,762-791-4031
Palacios,Luna,1793,Books,2022-12-05,2,Shipped,NC,17002 Rose Street,Columbia,29201,1544,704-324-2675
Hall,Fernando,1794,Clothing,2022-12-02,12,Delivered,FL,86183 State Street,Palmetto,34221,1708,386-722-2695
Barron,Rhys,1795,Books,2022-12-08,9,Delivered,SC,50471 Fifth Street,Bluffton,29910,1030,843-945-5277
Rocha,Alicia,1796,Pets,2022-12-29,11,Delivered,NC,12692 Highland Avenue,Charlotte,28202,1394,252-598-9194
O’Connell,Amir,1797,Home & Kitchen,2022-12-15,4,Cancelled,SC,34822 Willow Street,Charleston,29401,331,854-281-4986
Buck,Evelynn,1798,Home & Kitchen,2022-12-02,1,Delivered,AL,7187 Vine Street,Adamsville,35005,1862,251-909-2631
Carroll,Braxton,1799,Electronics,2022-12-06,20,Shipped,NC,61042 Broadway,Columbia,29201,886,704-124-1673
Reyna,Greyson,1800,Sports & Outdoors,2022-12-31,3,Delivered,FL,10500 Ridge Road,Palmetto,34221,1677,754-205-1404
Snow,Xiomara,1801,Personal Care,2022-12-23,2,Delivered,FL,10655 Orchard Avenue,Stuart,34994,1586,727-176-8576
Elliott,Stevie,1802,Electronics,2022-12-27,2,Delivered,AL,79178 Central Avenue,Birmingham,35203,490,205-459-4637
White,Lila,1803,Pets,2022-12-28,6,Shipped,NC,23180 Cherry Lane,Columbia,29201,226,252-224-1233
Gross,Theo,1804,Pets,2022-12-26,5,Shipped,LA,79090 Locust Street,Covington,70433,480,318-824-4433
Maynard,Shiloh,1805,Home & Kitchen,2022-12-07,13,Cancelled,NC,30925 Broad Street,Chapel Hill,27514,1303,704-868-3478
Mayer,Steven,1806,Personal Care,2022-12-04,3,Shipped,SC,12665 Pinecrest Drive,Camden,29020,1219,843-913-3004
Ponce,Nadia,1807,Electronics,2022-12-21,10,In Transit,NC,11579 Chestnut Avenue,Asheville,28801,929,336-528-7578
Greer,Hayden,1808,Clothing,2022-12-21,20,Shipped,LA,90325 Forest Avenue,Shreveport,71101,246,318-330-6482
Pearson,Bo,1809,Personal Care,2022-12-05,6,Delivered,GA,21998 Riverside Drive,Columbus,31908,245,404-408-4149
Rush,Sydney,1810,Pets,2022-12-23,20,Shipped,SC,22987 Sunset Drive,Greenville,29601,1337,843-175-1710
Wise,Aspen,1811,Clothing,2022-12-25,4,Shipped,LA,81307 Oak Street,New Orleans,70112,1726,504-114-1265
Ramirez,Ava,1812,Sports & Outdoors,2022-12-03,8,Delivered,FL,8445 Ridge Road,Stuart,34994,576,754-648-9630
Mathis,Damon,1813,Personal Care,2022-12-07,19,Delivered,AL,39274 Ash Street,Adamsville,35005,854,334-771-5728
Preston,Francis,1814,Electronics,2022-12-07,1,Shipped,NC,32323 Walnut Street,Chapel Hill,27514,127,704-461-2506
Vaughan,Leila,1815,Clothing,2022-12-03,16,Shipped,SC,4644 Sunset Avenue,Camden,29020,1309,843-384-1105
Hanna,Rowan,1816,Clothing,2022-12-27,4,Shipped,FL,30897 Smith Street,Sunny Isles Beach,33160,95,386-930-8770
Henson,Vivian,1817,Pets,2022-12-08,20,Cancelled,NC,93729 Vineyard Drive,Asheville,28801,1220,252-795-8904
Clayton,Brody,1818,Home & Kitchen,2022-12-28,11,Delivered,LA,51168 Chestnut Lane,New Orleans,70112,1904,318-242-1762
Barajas,Ali,1819,Books,2022-12-30,13,Cancelled,FL,81285 Spring Street,St. Petersburg,33701,866,727-477-8763
Carr,Madelynn,1820,Pets,2022-12-18,12,Delivered,FL,34326 Terrace Avenue,Stuart,34994,1799,561-383-2273
Buck,Julian,1821,Clothing,2022-12-29,15,Shipped,LA,72519 Lincoln Street,Shreveport,71101,11,318-165-5202
Owens,Josephine,1822,Pets,2022-12-18,10,Delivered,NC,93628 Elmwood Drive,Asheville,28801,384,336-657-5547
Arellano,Jonathan,1823,Sports & Outdoors,2022-12-12,2,Delivered,FL,89706 Sunset Avenue,Palmetto,34221,1274,754-919-6356
Dennis,Judah,1824,Sports & Outdoors,2022-12-28,10,Delivered,SC,21236 Main Avenue,Camden,29020,915,843-722-5434
Walsh,Alijah,1825,Electronics,2022-12-31,6,Cancelled,LA,84255 Main Street,Shreveport,71101,529,504-736-7280
Conrad,Sebastian,1826,Sports & Outdoors,2022-12-29,6,Cancelled,SC,66775 Court Street,Camden,29020,571,854-136-2359
Kerr,Summer,1827,Personal Care,2022-12-18,15,Delivered,NC,94900 College Avenue,Asheville,28801,889,252-136-2479
Mcintyre,June,1828,Sports & Outdoors,2022-12-21,1,Cancelled,NC,61992 Park Avenue,Columbia,29201,100,336-617-6352
Mathis,Greyson,1829,Personal Care,2022-12-27,13,In Transit,LA,63748 Jackson Street,Baton Rouge,70802,888,225-446-1324
Scott,Bodie,1830,Personal Care,2022-12-01,18,In Transit,NC,20239 Cherry Lane,Asheville,28801,1472,704-529-7730
Cordova,Russell,1831,Clothing,2022-12-22,11,Delivered,LA,41846 Meadow Lane,New Orleans,70112,909,225-382-3693
Johns,Payton,1832,Electronics,2022-12-12,8,Delivered,SC,88686 Chestnut Street,Charleston,29401,1354,803-579-3125
Roth,Titus,1833,Books,2022-12-26,6,Delivered,LA,55852 Vine Street,Shreveport,71101,1067,318-832-3328
Schneider,Alessandra,1834,Personal Care,2022-12-06,18,Cancelled,AL,22303 Lake Street,Adamsville,35005,993,251-199-7794
Gill,Phoenix,1835,Books,2022-12-07,16,Shipped,SC,20041 Elm Street,Greenville,29601,799,864-287-4329
Lucas,Amanda,1836,Sports & Outdoors,2022-12-19,19,Shipped,FL,56182 River Road,Birmingham,35203,361,386-663-6220
Ferguson,Frances,1837,Books,2022-12-25,13,Delivered,LA,46892 Sixth Street,New Orleans,70112,359,504-470-4401
Craig,Abel,1838,Pets,2022-12-25,5,Delivered,FL,77846 Meadow Lane,Stuart,34994,695,727-166-4203
Flowers,Briella,1839,Personal Care,2022-12-03,12,Delivered,LA,90224 Meadow Lane,Shreveport,71101,1143,225-977-4537
Gonzalez,Camilla,1840,Home & Kitchen,2022-12-20,16,Shipped,AL,46342 Franklin Street,Montgomery,36104,1235,256-623-2667
Lane,Kash,1841,Pets,2022-12-30,15,Delivered,NC,35248 North Street,Columbia,29201,108,252-823-5730
Henry,Maria,1842,Personal Care,2022-12-21,17,Delivered,FL,70888 Madison Street,St. Petersburg,33701,1455,352-527-7659
Huffman,Shiloh,1843,Books,2022-12-04,14,Shipped,LA,49252 Sunset Avenue,Baton Rouge,70802,1628,504-689-2806
Curry,Micah,1844,Pets,2022-12-16,6,Shipped,GA,30718 Fairview Avenue,Avondale Estates,30002,750,229-873-8373
Magana,Kyrie,1845,Personal Care,2022-12-17,13,Shipped,LA,82397 Valley View Drive,Baton Rouge,70802,1545,337-480-5028
Shepherd,Selah,1846,Sports & Outdoors,2022-12-28,19,Delivered,NC,50523 Second Street,Chapel Hill,27514,1632,252-164-3855
Schroeder,Destiny,1847,Clothing,2022-12-04,4,Delivered,AL,97422 Broad Street,Montgomery,36104,54,205-797-3551
Quintana,Dylan,1848,Electronics,2022-12-13,4,Delivered,FL,53740 Elm Avenue,Stuart,34994,681,321-807-1964
Love,Elsie,1849,Electronics,2022-12-13,14,In Transit,SC,55865 Chestnut Street,Camden,29020,165,864-103-8484
Ellison,Frederick,1850,Clothing,2022-12-01,6,Delivered,LA,37983 Franklin Street,Covington,70433,259,504-233-3521
Henderson,Marley,1851,Home & Kitchen,2022-12-21,7,Cancelled,NC,52884 Center Street,Columbia,29201,561,252-590-2161
Lane,Abraham,1852,Electronics,2022-12-19,20,Delivered,LA,51850 Vineyard Drive,Shreveport,71101,49,225-212-1312
Duncan,Bailey,1853,Electronics,2022-12-29,16,Delivered,NC,44700 Railroad Avenue,Columbia,29201,513,336-826-5314
Cherry,Emily,1854,Electronics,2022-12-30,12,Delivered,GA,99693 Sunset Avenue,Avondale Estates,30002,1062,678-453-8121
Pugh,Gracelyn,1855,Home & Kitchen,2022-12-24,8,In Transit,LA,43879 Hillcrest Avenue,Covington,70433,155,337-996-9888
Middleton,Jesse,1856,Home & Kitchen,2022-12-31,5,Cancelled,FL,66498 Magnolia Avenue,Palmetto,34221,1081,386-144-6239
Hubbard,Kyle,1857,Home & Kitchen,2022-12-25,18,Delivered,SC,45326 Hamilton Street,Camden,29020,353,803-650-8440
Barber,Marcus,1858,Sports & Outdoors,2022-12-04,20,Delivered,FL,73635 Elmwood Avenue,Stuart,34994,882,305-635-4215
Montes,Catalina,1859,Books,2022-12-16,16,Shipped,AL,68663 Washington Street,Mobile,36602,1171,251-928-4371
Curry,Nadia,1860,Clothing,2022-12-08,14,Shipped,GA,91589 Laurel Street,Bainbridge,39828,1532,678-353-5737
Rowe,Trinity,1861,Home & Kitchen,2022-12-07,13,Delivered,SC,68446 Locust Street,Bluffton,29910,686,843-641-7558
Adkins,Sullivan,1862,Sports & Outdoors,2022-12-10,12,Delivered,LA,82378 Cherry Lane,Baton Rouge,70802,1116,337-629-6590
Cole,Ian,1863,Home & Kitchen,2022-12-05,13,Shipped,NC,57304 School Street,Columbia,29201,1187,336-414-9242
Page,Cairo,1864,Home & Kitchen,2022-12-21,12,Delivered,AL,55324 Orchard Avenue,Adamsville,35005,669,256-396-6521
Quintero,Emersyn,1865,Home & Kitchen,2022-12-14,15,Cancelled,LA,22609 Maple Street,Baton Rouge,70802,1082,504-661-9205
Huff,Edgar,1866,Books,2022-12-30,15,Shipped,FL,98362 Ash Street,Palmetto,34221,911,754-976-8177
Stevenson,Kyler,1867,Clothing,2022-12-14,2,In Transit,FL,34753 Highland Avenue,Palmetto,34221,1283,321-221-4860
Ryan,Maisie,1868,Electronics,2022-12-12,4,Cancelled,GA,91166 Jefferson Street,Avondale Estates,30002,535,706-898-6342
Tanner,Noa,1869,Personal Care,2022-12-02,15,In Transit,SC,93363 Jackson Street,Charleston,29401,433,843-670-2427
Simpson,Alexandra,1870,Personal Care,2022-12-14,17,Delivered,FL,52255 Washington Street,Fleming Island,32003,1539,386-736-9562
Russell,Kora,1871,Electronics,2022-12-04,10,Shipped,LA,32735 Fifth Street,Baton Rouge,70802,234,225-135-7639
Colón,Samara,1872,Personal Care,2022-12-04,9,Shipped,AL,1663 Pennsylvania Avenue,Birmingham,35203,1034,938-205-6938
Singh,Joaquin,1873,Electronics,2022-12-07,9,In Transit,AL,97922 Third Street,Montgomery,36104,1057,251-617-1680
Hoffman,Joy,1874,Sports & Outdoors,2022-12-12,9,Delivered,LA,22538 Forest Avenue,Covington,70433,1435,337-469-6243
Martin,Gabriel,1875,Pets,2022-12-05,11,Delivered,GA,58213 Oakwood Avenue,Avondale Estates,30002,297,762-402-6014
Tucker,Patrick,1876,Electronics,2022-12-13,9,Shipped,NC,53371 Windsor Avenue,Chapel Hill,27514,1083,252-883-4036
Mullins,Regina,1877,Home & Kitchen,2022-12-02,18,Delivered,GA,41301 Forest Avenue,Avondale Estates,30002,1518,706-269-7375
Norris,Hayes,1878,Pets,2022-12-03,13,Delivered,NC,39730 Chestnut Lane,Columbia,29201,471,704-216-4815
Best,Kaylee,1879,Home & Kitchen,2022-12-21,7,In Transit,LA,22523 Main Street,Baton Rouge,70802,888,318-394-7264
Mcgee,Brooklynn,1880,Home & Kitchen,2022-12-19,9,Shipped,GA,13477 Railroad Avenue,Atlanta,30303,677,478-929-6347
